,importance
x421,-0.0011435756744397896
x322,-0.0011595793324191029
x84,-0.001167352537723243
x372,-0.0011984453589392707
x707,-0.0012085048010975097
x697,-0.0012149062642891728
x39,-0.0012267946959307885
x137,-0.0012395976223136707
x147,-0.0012427983539096132
x221,-0.0012459990855056891
x602,-0.0012491998171010987
x122,-0.001262917238226402
x534,-0.0012633744855968577
x1,-0.0012816643804302696
x389,-0.0013251028806583686
x788,-0.0013347050754460633
x374,-0.0013383630544127278
x497,-0.001342935528120659
x747,-0.0013429355281209254
x329,-0.0013433927754915587
x94,-0.0013497942386832662
x337,-0.0013520804755374981
x304,-0.0013744855967084302
x174,-0.0014206675811618385
x511,-0.0014279835390951234
x14,-0.001442158207590527
x262,-0.001450388660265345
x667,-0.0014540466392323204
x475,-0.0014956561499774867
x226,-0.0014974851394611744
x516,-0.0015075445816186584
x604,-0.0015349794238684656
x240,-0.0015432098765431502
x274,-0.0015688157293098914
x471,-0.0015765889346137651
x279,-0.0015775034293557422
x515,-0.001579789666209841
x701,-0.0015825331504343953
x578,-0.0016049382716048833
x419,-0.0016396890717883749
x394,-0.0016488340192044148
x518,-0.0016625514403295848
x480,-0.001668952903521248
x230,-0.0016716963877458468
x781,-0.0016739826246002121
x330,-0.0016799268404207978
x786,-0.0016945587562876342
x812,-0.0017023319615913745
x560,-0.001718792866941543
x280,-0.0017274805669867722
x676,-0.00173525377229109
x413,-0.0018257887517150184
x488,-0.0018477366255151395
x291,-0.001882487425697743
x696,-0.001887517146776574
x423,-0.0019085505258347624
x801,-0.0019378143575679019
x375,-0.001955647005030192
x612,-0.0019657064471882537
x468,-0.0020580704160952923
x80,-0.002083676268861634
x650,-0.002096479195245182
x517,-0.002124828532236078
x552,-0.002131229995428008
x454,-0.002206218564243567
x547,-0.0022400548696849933
x216,-0.0023077274805672677
x512,-0.002315957933241952
x658,-0.0023689986282582343
x501,-0.00242569730224087
x706,-0.002582990397805496
x824,-0.0025953360768179224
x562,-0.0026817558299041975
x356,-0.002694101508916891
x449,-0.002836762688614858
x751,-0.002907178783722442
x536,-0.003096936442615927
x440,-0.0032409693644262828
x196,-0.0032565157750344743
x527,-0.003378143575674919
x477,-0.00348468221307745
x447,-0.003613168724279836
x319,-0.003841792409693667
x362,-0.017618198445359213
