,importance
x390,0.0002536111616100868
x392,0.00025254286966903543
x331,0.0002520045692076177
x353,0.0002515752563909712
x814,0.00024489430532300663
x593,0.0002447855063755006
x500,0.00024099400416455367
x462,0.00023990248260398266
x11,0.00023074820013334492
x808,0.00021811214947709153
x755,0.0002166520795966729
x374,0.000216583310736096
x79,0.00021307671764193956
x295,0.00020931663076628472
x442,0.00020535001951016302
x198,0.00019749021860704515
x307,0.00019610332934453275
x607,0.0001917017259624143
x625,0.00018632559374554222
x67,0.00016269304894968306
x492,0.000151750771681397
x666,0.00014918617854276108
x709,0.0001484004779525569
x317,0.00014576186573007208
x305,0.0001377454780754589
x289,0.00013164347947317606
x229,0.0001314208937486921
x262,0.00012753552184369504
x466,0.00011021537135686978
x550,0.00010926377392600454
x384,0.0001062111917225766
x583,0.0001056723363551537
x803,0.00010551076605891846
x605,9.91134876783606e-05
x519,9.579598301903846e-05
x207,9.323129915301782e-05
x195,8.677782637089563e-05
x208,8.518015854884154e-05
x679,7.985909337266459e-05
x185,7.933725803730158e-05
x281,7.829642372920614e-05
x446,6.454841957704221e-05
x179,6.221668680254871e-05
x724,6.0200546188520335e-05
x450,5.5454814782432e-05
x338,4.9482320160708666e-05
x586,4.64702885193106e-05
x363,4.504238493454858e-05
x33,4.3234765359943675e-05
x556,3.875022145284215e-05
x385,3.8163690019292356e-05
x815,3.135297265796606e-05
x189,3.0963185080369394e-05
x580,2.5849752461912985e-05
x682,2.5440783785908545e-05
x620,1.907911463290597e-05
x104,0.0
x530,0.0
x129,0.0
x489,0.0
